model,r2,beta_lag1,beta_lag1_p,f_stat,n_obs,n_etfs,gate_pass,extra_json,experiment_id,factors,freq,flow_unit,benchmark,r2_delta_bp
univariate_r2_by_lag,0.985553216106721,0.7117511528639433,0.2749324117364654,,44,44,False,"{""best_lag"": 23, ""best_r2"": 0.9864965037852784}",N-BDE,B+D+E,W,raw,SPY,9765.026498331394
multilag_ols,0.9866620535266155,0.7037769412136798,0.2489915913085392,0.0,18860,44,False,{},N-BDE,B+D+E,W,raw,SPY,9142.921481241774
multilag_ols_month_fe,0.9872922050093798,2.0861857962100903,0.16048082284007742,5.4e-323,18860,44,False,{},N-BDE,B+D+E,W,raw,SPY,8854.695223814546
cross_correlation,,0.03518644837395658,0.30517901626696037,,0,44,False,"{""best_lag"": 1, ""best_corr"": 0.03518644837395658}",N-BDE,B+D+E,W,raw,SPY,
panel_pooled,0.9656777777058478,-7.1882387502474305,0.20094244378724624,32805.53805504064,18860,44,False,"{""r2_overall"": 0.9653450347703879, ""r2_between"": 0.953796304918654}",N-BDE,B+D+E,W,raw,SPY,9511.543423753223
panel_entity_fe,0.9656786707318938,-7.072441972982882,0.19664871986241206,33060.27075018903,18860,44,False,"{""r2_overall"": 0.9653441388098544, ""r2_between"": 0.9538972899738117}",N-BDE,B+D+E,W,raw,SPY,9511.55070041088
panel_entity_time_fe,0.9656140845318043,-16.43418670688031,0.06481753068515772,39424.58451712495,18860,44,False,"{""r2_overall"": 0.9652820127673934, ""r2_between"": 0.9536257218145792}",N-BDE,B+D+E,W,raw,SPY,9526.617937232613
panel_entity_fe_excess,0.9657042570886404,1.3856608124911423,0.7336901507953955,18858.912835239582,18825,44,False,"{""r2_overall"": 0.9653692743980509, ""r2_between"": 0.9541445898865646}",N-BDE,B+D+E,W,raw,SPY,9465.891289520048
panel_entity_fe_controls,0.9656884331126232,-7.0773629817971395,0.19835291655712717,31123.06106339877,18860,44,False,"{""r2_overall"": 0.9653739979411922, ""r2_between"": 0.955280301896844}",N-BDE,B+D+E,W,raw,SPY,9500.788040235811
asymmetry,0.9868916523597948,-0.8246995414535037,,,18860,44,False,"{""beta_pos_median"": -0.8246995414535037, ""beta_neg_median"": 1.1778383422126857, ""asymmetry_ratio_median"": -0.5910420499900532, ""wald_p_median"": 0.12876826277790746}",N-BDE,B+D+E,W,raw,SPY,8778.008205658647
relative_performance,0.08246277015565551,,,,18860,44,False,"{""r2_absolute_median"": 0.04207370911602909, ""r2_excess_median"": 0.05914496977655581, ""r2_combined_median"": 0.08246277015565551}",N-BDE,B+D+E,W,raw,SPY,-360.91702467172803
granger,,,0.24241111658979603,1.3706468231735642,0,44,False,"{""pct_significant_lag1"": 0.3409090909090909}",N-BDE,B+D+E,W,raw,SPY,
seasonality,,,,,19388,44,False,"{""jan_mean"": 1.3607042216830165e-16, ""best_month"": 3, ""worst_month"": 4}",N-BDE,B+D+E,W,raw,SPY,
drawdown,0.016839265917835244,-0.44709478573199174,0.4000996066118102,,1132,44,False,"{""1m"": {""beta_depth"": -0.44709478573199174, ""beta_depth_p"": 0.4000996066118102, ""r2"": 0.016839265917835244}, ""2m"": {""beta_depth"": 0.7774129712902484, ""beta_depth_p"": 0.6541986059852869, ""r2"": 0.008290433053310564}, ""3m"": {""beta_depth"": 1.0289423082446583, ""beta_depth_p"": 0.7410372427365934, ""r2"": 0.005508744578835656}, ""6m"": {""beta_depth"": 3.6629231650852674, ""beta_depth_p"": 0.4718748331286565, ""r2"": 0.010871081896680068}}",N-BDE,B+D+E,W,raw,SPY,-46.54096625639759
panel_entity_fe_cum,,,,,0,44,False,"{""error"": ""exog does not have full column rank. If you wish to proceed with model estimation irrespective of the numerical accuracy of coefficient estimates, you can set check_rank=False.""}",N-BDE,B+D+E,W,raw,SPY,
panel_entity_fe_cum_long,0.9702660933110493,-5.645251710043208,0.15809519788686566,28655.730938753346,16748,44,False,"{""r2_overall"": 0.9700346065574875, ""r2_between"": 0.9579798795122004, ""CumRet_20_coef"": -1.2948030803861594, ""CumRet_20_pval"": 0.26020598770207193, ""CumRet_60_coef"": -1.5380960306816198, ""CumRet_60_pval"": 0.06287205709882682, ""CumRet_120_coef"": -0.20908753044769748, ""CumRet_120_pval"": 0.6782142767045714}",N-BDE,B+D+E,W,raw,SPY,9470.869863823926
panel_entity_time_fe_cum,,,,,0,44,False,"{""error"": ""exog does not have full column rank. If you wish to proceed with model estimation irrespective of the numerical accuracy of coefficient estimates, you can set check_rank=False.""}",N-BDE,B+D+E,W,raw,SPY,
panel_gmm_ab,,-8.069097612180945,0.0322209296324468,,44,44,False,"{""sargan_stat"": 44.0000000000107, ""sargan_p"": 1.0, ""ar1_stat"": -2.636829893003687, ""ar1_p"": 0.00836847850631828, ""ar2_stat"": -1.5552222652830303, ""ar2_p"": 0.11989314331346922, ""transformation"": ""d""}",N-BDE,B+D+E,W,raw,SPY,
panel_gmm_bb,,-3.158637781949132,0.35531967023923505,,44,44,False,"{""sargan_stat"": 44.000000000033936, ""sargan_p"": 1.0, ""ar1_stat"": NaN, ""ar1_p"": NaN, ""ar2_stat"": -0.6614911982156721, ""ar2_p"": 0.508297357386591, ""transformation"": ""ld""}",N-BDE,B+D+E,W,raw,SPY,
panel_entity_fe_trend,0.9661189058282742,-7.304907570153821,0.18892201284564478,33364.315110993164,18825,44,False,"{""r2_overall"": 0.9667878278889637}",N-BDE,B+D+E,W,raw,SPY,9518.079234910645
univariate_r2_by_lag,0.9606386913131502,0.043390659488084515,0.43668860516234326,,44,44,False,"{""best_lag"": 19, ""best_r2"": 0.9790715079531074}",N-BDE,B+D+E,W,pct_aum,SPY,9507.420767213844
multilag_ols,0.9786350944523141,-0.026063541359354972,0.4146454908034287,1.2285746638861942e-282,18788,44,False,{},N-BDE,B+D+E,W,pct_aum,SPY,9077.15677649244
multilag_ols_month_fe,0.9791059309546822,0.0050992263816515004,0.4156319148265093,2.428684261044703e-271,18788,44,False,{},N-BDE,B+D+E,W,pct_aum,SPY,8839.90616791603
cross_correlation,,0.22780324805092014,0.05605127136800702,,0,44,False,"{""best_lag"": 1, ""best_corr"": 0.22780324805092014}",N-BDE,B+D+E,W,pct_aum,SPY,
panel_pooled,0.9369083009866734,0.501204636056529,0.17069556250425277,17391.396539217814,18788,44,False,"{""r2_overall"": 0.9368050747853206, ""r2_between"": 0.9423833014903958}",N-BDE,B+D+E,W,pct_aum,SPY,9235.360024592337
panel_entity_fe,0.936916474979151,0.5140904323014183,0.1751589267487046,17384.265283220153,18788,44,False,"{""r2_overall"": 0.9367969368051182, ""r2_between"": 0.9413769179076102}",N-BDE,B+D+E,W,pct_aum,SPY,9234.938046793013
panel_entity_time_fe,0.9368434285379649,0.7699414090051866,0.22555727737061115,20462.42193575341,18788,44,False,"{""r2_overall"": 0.9367130918152594, ""r2_between"": 0.9406086391639084}",N-BDE,B+D+E,W,pct_aum,SPY,9251.097797517217
panel_entity_fe_excess,0.9369100067651766,0.0626424433228803,0.8604236928992965,9907.851432859208,18753,44,False,"{""r2_overall"": 0.9367883453616591, ""r2_between"": 0.941206920039933}",N-BDE,B+D+E,W,pct_aum,SPY,9210.770260503641
panel_entity_fe_controls,0.9369167024435638,0.5141362411785622,0.17542044184862293,16360.850761472104,18788,44,False,"{""r2_overall"": 0.9368037599885286, ""r2_between"": 0.9413962850926643}",N-BDE,B+D+E,W,pct_aum,SPY,9232.83724439781
asymmetry,0.979203113023001,-0.17108873493227122,,,18788,44,False,"{""beta_pos_median"": -0.17108873493227122, ""beta_neg_median"": 0.16628489132862187, ""asymmetry_ratio_median"": -0.6207009012498976, ""wald_p_median"": 0.17133507530544306}",N-BDE,B+D+E,W,pct_aum,SPY,8658.013941875699
relative_performance,0.48422595023923654,,,,18851,44,False,"{""r2_absolute_median"": 0.3821926918320347, ""r2_excess_median"": 0.3579237365851, ""r2_combined_median"": 0.48422595023923654}",N-BDE,B+D+E,W,pct_aum,SPY,3773.311749420139
granger,,,0.014547874966180586,6.28811738797179,0,1,False,"{""pct_significant_lag1"": 1.0}",N-BDE,B+D+E,W,pct_aum,SPY,
seasonality,,,,,19341,44,False,"{""jan_mean"": NaN, ""best_month"": 2, ""worst_month"": 1}",N-BDE,B+D+E,W,pct_aum,SPY,
drawdown,0.0017248641886686844,0.011126507501598628,0.8339590226109288,,1132,44,False,"{""1m"": {""beta_depth"": 0.011126507501598628, ""beta_depth_p"": 0.8339590226109288, ""r2"": 0.0017248641886686844}, ""2m"": {""beta_depth"": 0.004276707330892367, ""beta_depth_p"": 0.9645741405091217, ""r2"": 0.005225070733942516}, ""3m"": {""beta_depth"": NaN, ""beta_depth_p"": NaN, ""r2"": NaN}, ""6m"": {""beta_depth"": NaN, ""beta_depth_p"": NaN, ""r2"": NaN}}",N-BDE,B+D+E,W,pct_aum,SPY,-107.89410271715316
panel_entity_fe_cum,,,,,0,44,False,"{""error"": ""exog does not have full column rank. If you wish to proceed with model estimation irrespective of the numerical accuracy of coefficient estimates, you can set check_rank=False.""}",N-BDE,B+D+E,W,pct_aum,SPY,
panel_entity_fe_cum_long,0.9466139717100438,0.7618587927381582,0.002757021966630191,15514.12288923025,16687,44,True,"{""r2_overall"": 0.9464432106696121, ""r2_between"": 0.9323401397407076, ""CumRet_20_coef"": -0.1549800606853939, ""CumRet_20_pval"": 0.13423910796365046, ""CumRet_60_coef"": 0.0712232876043337, ""CumRet_60_pval"": 0.30750324689106057, ""CumRet_120_coef"": -0.026966127519465567, ""CumRet_120_pval"": 0.6059441482605368}",N-BDE,B+D+E,W,pct_aum,SPY,9169.827413479778
panel_entity_time_fe_cum,,,,,0,44,False,"{""error"": ""exog does not have full column rank. If you wish to proceed with model estimation irrespective of the numerical accuracy of coefficient estimates, you can set check_rank=False.""}",N-BDE,B+D+E,W,pct_aum,SPY,
panel_gmm_ab,,-0.9242650281423722,0.181842596132567,,44,44,False,"{""sargan_stat"": 44.00000000000024, ""sargan_p"": 1.0, ""ar1_stat"": -2.444983467548195, ""ar1_p"": 0.0144858782046389, ""ar2_stat"": 0.9159532550846355, ""ar2_p"": 0.35969141290591333, ""transformation"": ""d""}",N-BDE,B+D+E,W,pct_aum,SPY,
panel_gmm_bb,,0.2573248405656434,0.5482305484368589,,44,44,False,"{""sargan_stat"": 43.99999999999233, ""sargan_p"": 1.0, ""ar1_stat"": -2.679342391767079, ""ar1_p"": 0.00737669212195954, ""ar2_stat"": 0.8509645534859521, ""ar2_p"": 0.39478904351942734, ""transformation"": ""ld""}",N-BDE,B+D+E,W,pct_aum,SPY,
