model,r2,beta_lag1,beta_lag1_p,f_stat,n_obs,n_etfs,gate_pass,extra_json,experiment_id,factors,freq,flow_unit,benchmark,r2_delta_bp
univariate_r2_by_lag,,,,,0,44,False,{},N-ABCDE,A+B+C+D+E,W,raw,SPY,
multilag_ols,,,,,0,44,False,{},N-ABCDE,A+B+C+D+E,W,raw,SPY,
multilag_ols_month_fe,,,,,0,44,False,{},N-ABCDE,A+B+C+D+E,W,raw,SPY,
cross_correlation,,0.0282726582379334,0.19944605155391265,,0,44,False,"{""best_lag"": 16, ""best_corr"": 0.03555106910729901}",N-ABCDE,A+B+C+D+E,W,raw,SPY,
panel_pooled,,,,,0,44,False,{},N-ABCDE,A+B+C+D+E,W,raw,SPY,
panel_entity_fe,,,,,0,44,False,{},N-ABCDE,A+B+C+D+E,W,raw,SPY,
panel_entity_time_fe,,,,,0,44,False,{},N-ABCDE,A+B+C+D+E,W,raw,SPY,
panel_entity_fe_excess,,,,,0,44,False,{},N-ABCDE,A+B+C+D+E,W,raw,SPY,
panel_entity_fe_controls,,,,,0,44,False,{},N-ABCDE,A+B+C+D+E,W,raw,SPY,
asymmetry,,,,,0,44,False,{},N-ABCDE,A+B+C+D+E,W,raw,SPY,
relative_performance,0.12345461553032266,,,,14963,44,False,"{""r2_absolute_median"": 0.07388629525945078, ""r2_excess_median"": 0.0807292957827962, ""r2_combined_median"": 0.12345461553032266}",N-ABCDE,A+B+C+D+E,W,raw,SPY,49.00142907494354
granger,,,0.21050971495104306,1.573200394008224,0,44,False,"{""pct_significant_lag1"": 0.25}",N-ABCDE,A+B+C+D+E,W,raw,SPY,
seasonality,,,,,15491,44,False,"{""jan_mean"": 4.1359950290513293e-16, ""best_month"": 1, ""worst_month"": 4}",N-ABCDE,A+B+C+D+E,W,raw,SPY,
